menu_id,menu_name,restaurant_id
1018,Garden Sensations Salads,141
1019,Garden Sensations Salads - Additional Salad Dressings,141
1020,Homestyle Chicken Strips & Crispy Chicken Nuggets,141
1021,Side Selections,141
1022,Beverages and Frosty™,141
1023,Sandwiches,141
1024,Sandwich Components,141
1025,Wendy's Old Fashioned Hamburgers,141
1026,Chicken Temptations Chicken Strips and Nuggets,141
1027,Super Value Menu™,141
1028,Hot Stuffed Baked Potatoes,141
1029,Side Dishes,141
1030,Frosty™ and Beverages,141
