menu_id,menu_name,restaurant_id
1750,Breakfast,234
1751,Market Fresh™ Sandwiches & Wraps,234
1752,Arby's Subs,234
1753,Arby's Roast Beef Sandwiches & Melts,234
1754,Sides & Sidekickers,234
1755,Arby's Chicken Naturals™,234
1756,T.J. Cinnamons,234
1757,Kids Meal,234
1758,Other,234
1759,Shakes & Desserts,234
1760,Market Fresh™ Salads,234
1761,Beverages,234
1762,Breakfast Components,234
1763,Market Fresh™ Sandwiches & Wraps Components,234
1764,Arby's Subs Components,234
1765,Arby's Roast Beef Sandwiches & Melts Components,234
1766,Sides & Sidekickers Components,234
1767,Arby's Chicken Naturals™ Components,234
1768,T.J. Cinnamons Components,234
1769,Kids Meal Components,234
1770,Other Components,234
1771,Shakes & Desserts Components,234
1772,Market Fresh™ Salads Components,234
