menu_id,menu_name,restaurant_id
2353,6-inch Sandwiches with 6 grams of Fat or Less,305
2354,6-inch Sandwiches,305
2355,Deli Style Sandwiches,305
2356,Wraps,305
2357,Salads,305
2358,Salad Dressing,305
2359,6-inch Limited Time Offer/Regional Subs,305
2360,Breakfast Sandwiches on Deli Round,305
2361,Breakfast Sandwiches on 6-inch Bread,305
2362,Breakfast Sandwiches on Wrap,305
2363,Cookies & Desserts,305
2364,Fruizle Express,305
2365,Soup,305
2366,Breads,305
2367,Sandwich Condiments (amount on 6-inch sub),305
2368,Vegetables,305
2369,"Cheese (amount on 6-inch sub, wrap or salad)",305
2370,Individual Meats (amount on 6-inch sub or salad),305
